imageId,imageUrl,groundTruthLabel,attributes
MCT_301,https://storage.googleapis.com/flyreel-media-2020/670d4e0d14b78ced7a6dc7d5/69e231bee903a6e4d1e58472/f59d893d-8863-4e42-a91e-2a4cf078216c.jpg?GoogleAccessId=firebase-adminsdk-5k7lv%40flyreel-infrastructure.iam.gserviceaccount.com&Expires=2092089600&Signature=D7FdN0H2kD7Epu%2BMpKEVZcrQA2rv5GzaErEIuZvAcWxK2RLVYQScAzdKYVgKnhnY37wtAfwVkOZKcBgi3vLtGf74UZVqKEh7sBeLoKTKrZXtgktjrwW5Fn4%2Fik9MJpOBMwJNXG6y5HCZmiOVXxHDh5QiyLis5h1qOi0pDzTChUjlAm4BpJhrLcxfYVQYG1arEhcrHOBKFwAXz3c4aVQGV1pp2R2wJ9YiJ67UK%2FjhmNCkdHB%2BqxqQl9s8eWgPnry%2Bo8s7DKmnk6G4Cj7XrMtiRdGZNEt%2BJUAC2FxaXq1Jm7rpLWN9YMM0Y29fE3jFzwT%2BhYZXYucE5z%2BOT2DQkvEO%2BQ%3D%3D,,
MCT_302,https://storage.googleapis.com/flyreel-media-2020/670d4e0d14b78ced7a6dc7d5/69d70a4304852dce1c3c90e2/1bca40a2-b974-475a-a828-c8d3ebe539ab.jpg?GoogleAccessId=firebase-adminsdk-5k7lv%40flyreel-infrastructure.iam.gserviceaccount.com&Expires=2092089600&Signature=LZYc4A6fE3VJ5MzRRk7dom49g8gkj2frlCBNJz6F2QA4xPiDs2LTTx0XkmnBK1qdE9Cy601re2ujZMSx6O0MI3qj%2FpUnp6UbQ2Svh%2BBi1YTKdM91WL7clQYKvm1QENf3ofcIvZf3Cvpne55PP4oEdcs4H4LDVwB%2B%2B4owpIfd62IQeTPp44DL8AiGplZroIzYTs918O3Ch5yeChpB5iziCuEOHQm1aDM0YmsqhTWQVoA%2ByD2Ut3u3pC2AN0Ail3D0chZwH2cxNBWUmWSU%2FGlwam9p05uOBbdnybegjrZfvKLS%2F12u5OH73u6A6MzvnhQxqPww7qSdNhcD%2Bru0ZxDQcg%3D%3D,,
MCT_303,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69d85bace903a6e4d101e0d1%2F3416d901-974d-4976-aca8-987b0481f171.jpg?alt=media&token=d478de5e-2401-46ff-b8f9-3670afc60d96,,
MCT_304,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6969abd0d0b3b07f7665c309%2Fae2c1f7f-98f6-42a2-b9b6-1d1cf5912d62.jpg?alt=media&token=7eb65eec-ceaf-4fe8-bd07-9ca2b394d47e,,
MCT_305,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F695887307c1a09a3cc459689%2F4c967223-f40a-41b0-8fef-30b17fa556dd.jpg?alt=media&token=f5210615-649f-4a1d-95f2-c9dd0c1fb667,,
MCT_306,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F699fb81d9524608596a6d0d2%2F3faf5bbf-8a65-48c2-9cf0-0a047f711f81.jpg?alt=media&token=e22618b6-e476-4796-9ddb-e12a8f60f466,,
MCT_307,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F696afda1d0b3b07f7669cb4a%2Fde77b7f9-b4b8-4d4d-9008-f6200687ac6b.jpg?alt=media&token=6f30ebb1-c586-4362-84c6-d793ef9a5031,,
MCT_308,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F699e66268ad75cf827ac62a7%2Fb28a1bf7-275b-4a96-9241-2b8aae085345.jpg?alt=media&token=4aaeaa83-101f-4621-a4d4-0f52904e27f5,,
MCT_309,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F699d168114fa7d03bb055e35%2F88d86224-bc1f-4e1d-b0da-54d47d761f66.jpg?alt=media&token=387cabe3-5e6d-4bf4-8260-fbaf1fb432b3,,
MCT_310,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6997cfa91d8b59bb580797ca%2F9d40920e-8979-4046-8e32-647645587dd6.jpg?alt=media&token=f4f33364-6a9a-418b-90ad-72c0147541ec,,
MCT_311,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69971658afb4bb4b6205d51e%2Fbd940cbe-ad21-41a9-8540-484d8476925b.jpg?alt=media&token=d538820b-0d0e-4847-9fcd-1296f059ba14,,
MCT_312,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6997cec61d8b59bb580796e2%2F68e6adc2-0fdc-4933-bc2c-f8596cb911d0.jpg?alt=media&token=313537f5-2e7a-4621-acff-32d690da0edc,,
MCT_313,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6997cec61d8b59bb580796e2%2F669e5fc7-4501-4b83-8991-cb61089b9943.jpg?alt=media&token=589d3462-208e-44ec-915f-fbd72bc0fcc3,,
MCT_314,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F699fb94514fa7d03bb23ec21%2F45cd7a32-d79c-44bb-96d2-7ee17f71b069.jpg?alt=media&token=48d91808-b0cd-4a05-af4f-c008955a87e3,,
MCT_315,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69971761afb4bb4b6205d708%2F29f5f07b-6ecc-4f17-8519-643ae8de3190.jpg?alt=media&token=3aa13fad-c40b-4147-95f9-a81dc84977ff,,
MCT_316,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6997cfd394ea27f8297e3830%2F6205d96f-d2c9-42bf-8938-776e6b26f1d2.jpg?alt=media&token=b09a58de-2940-496d-805b-969b793a3213,,
MCT_317,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69952e371180617b9bb49f93%2F5b4f228c-933e-4b6e-8e10-614145c0b6c2.jpg?alt=media&token=fd02512e-9f27-47bc-9af3-d5e9b7b09677,,
MCT_318,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6999207794ea27f82982e032%2F9ee872bd-3676-482e-95d3-c01b33940b9f.jpg?alt=media&token=df55f4e9-b570-4733-83b2-ad8fdf3e9677,,
MCT_319,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F698d44cfafb4bb4b62c45e15%2F715089e3-990f-4996-bff5-162943451370.jpg?alt=media&token=9e38af97-bf6d-4ce5-a617-4cc0e0e2237c,,
MCT_320,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69913807afb4bb4b62e1ed9b%2Fb1a25046-c538-4c65-82bb-ccfc628b1075.jpg?alt=media&token=9aedd493-7af8-4e49-ad96-5e117885e783,,
MCT_321,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6986aca6da1872b943aef5ba%2F7983a80e-aa97-423b-ba5f-7cd69d58d43e.jpg?alt=media&token=656c8976-9337-4ac1-84c3-2e7f987122a0,,
MCT_322,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F698a9f360be0118d0ce07f76%2F1f481edf-9e29-404c-b281-430a15d017a7.jpg?alt=media&token=5f7c9b61-a5dd-4a59-85db-a6762991a001,,
MCT_323,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F698167bd2ca1dd18fa7a3a90%2F88f2962c-9d84-4217-acec-359e5423bba1.jpg?alt=media&token=de632b1a-2866-47cd-900b-d19429506b21,,
MCT_324,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F693790b6255a35fda0116cb6%2F1363911e-2e50-42f4-ab3f-c86c679e57bb.jpg?alt=media&token=d713ef99-802c-4849-82b3-6510e77d86cb,,
MCT_325,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69797dee04fe3a6b99707e6c%2Fb187f46e-786a-4ff7-adf7-1facd0ebf947.jpg?alt=media&token=ac4f6745-6520-473d-b26c-bddd7ac4959a,,
MCT_326,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F694a08b87c1a09a3ccf6e3d8%2F22855152-6795-481a-b43e-9db6dca331cd.jpg?alt=media&token=6261823a-5608-4402-b00a-39a0bd906ee4,,
MCT_327,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F697041a304fe3a6b9932b6d6%2Fad6841e4-66d3-4500-bb50-442d07ec87f0.jpg?alt=media&token=3724a291-cde3-4cf4-a44e-6b5bfc323699,,
MCT_328,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F697041a304fe3a6b9932b6d6%2Fcf7e1346-48d6-40b1-896f-7fa7e3202863.jpg?alt=media&token=26eaffe2-4cb8-4134-a9d0-928a72cd72d7,,
MCT_329,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69719a57d0b3b07f76846ab6%2F7e34f254-a058-4356-aa1c-774f1b00b593.jpg?alt=media&token=d9b1cb23-36fa-486b-9a39-300ca2cc2e09,,
MCT_330,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6971998604fe3a6b993fdfb6%2F99286497-80bc-4408-a12b-2dd3c5ea173e.jpg?alt=media&token=cfdb58d3-2bc5-4467-b6ad-96118fdd46c8,,
MCT_331,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6971955d04fe3a6b993fdba8%2F6ffd9ea8-f8dc-48e1-a367-eb4e8b7ae9fd.jpg?alt=media&token=11e127e4-c275-438f-8444-aa540d039b6a,,
MCT_332,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6976d94e04fe3a6b995eb9c2%2Fa101d299-2fa8-4362-902f-7fdd9abbd689.jpg?alt=media&token=c345f8f3-1a3f-4454-8c52-e10e78633f40,,
MCT_333,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F697193add0b3b07f768464d9%2F580460e7-92cc-4db1-8407-1b3886e2a6dc.jpg?alt=media&token=a1988ac4-c0bc-4ea2-9149-c1c47a649541,,
MCT_334,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69719b54d0b3b07f76846b70%2F2cf418b4-0a7c-4c60-b044-0a66ac7c817e.jpg?alt=media&token=e9d40914-98cc-4f0b-aac4-8fdee7b3a9ad,,
MCT_335,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F696ef27b04fe3a6b992e3e0e%2F17de9cf9-b359-472f-8c4b-7c131eab551f.jpg?alt=media&token=0c32d40b-522c-4a5b-96ee-7c5a714099ce,,
MCT_336,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F693b86f8255a35fda02ebfb7%2F2a268182-436f-4edd-bdef-8784607b751e.jpg?alt=media&token=fa98eab6-ecb5-4147-a281-de4b897aff24,,
MCT_337,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F696da001d0b3b07f766f8ed7%2Ffd039ac8-0cab-4220-b334-0422370b4591.jpg?alt=media&token=bfa27146-afcf-43df-8bc7-8705962045d6,,
MCT_338,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F696c4dc7d0b3b07f766cba1e%2F3e266651-96e4-42ba-9bee-2da0c46646b5.jpg?alt=media&token=21c31f04-a9b0-47d0-81b3-43d34e09449f,,
MCT_339,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F6971993b04fe3a6b993fdf66%2Fc1b6a35c-8ab4-48e0-a550-2fe04efc9972.jpg?alt=media&token=03bceb21-629a-4f81-9a49-fb5e11b35569,,
MCT_340,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69704530d0b3b07f7680316f%2F1509ca56-12ad-41c1-946d-ede7c0526582.jpg?alt=media&token=7efe8b59-63ed-4e25-8567-6a022b057528,,
MCT_341,https://firebasestorage.googleapis.com/v0/b/flyreel-media-2020/o/670d4e0d14b78ced7a6dc7d5%2F69719b7804fe3a6b993fe159%2F48be677a-670f-4d1a-9f3d-cd69f8a38eba.jpg?alt=media&token=6f125c78-9f60-4b05-90bd-eba3d26bb8a1,,
